title,price,location,product_url,main_image,brand,description,seller_name
ريدمي,8000.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/%D8%B1%D9%8A%D8%AF%D9%85%D9%8A-ID200257602.html,https://images.dubizzle.com.eg/thumbnails/85537373-240x180.jpeg,Other brand,Redni note 10s  128GB  6ram كسر زيرو استعمال 4 شهور معاه كل حاجة كرتونة وشاحن اصلى ومش مغير حاجة خالص,Moh Moh
للبيع,3000.0,"Mahalla al-Kobra, Gharbia",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID200257518.html,https://images.dubizzle.com.eg/thumbnails/85536761-240x180.jpeg,Apple - iPhone,"للبيع كيبورد وايرلس ايباد برو 12,9 inch متوفر لونين اسود وزهري  جديد لم يستخدم نهائي البيع لعدم الحاجه لهم",User 5Ts1uC
realme,7000.0,"Marsa Matrouh, Matruh",https://www.dubizzle.com.eg/en/ad/realme-ID200257497.html,https://images.dubizzle.com.eg/thumbnails/85536565-240x180.jpeg,Realme,ccccccccccccccccccccccc,نافع ابو نافع المنفي
ايباد 8,9000.0,"Saft El Laban, Giza",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D8%A8%D8%A7%D8%AF-8-ID200257496.html,https://images.dubizzle.com.eg/thumbnails/85536543-240x180.jpeg,Apple - iPhone,ايباد 8 32 جيجا معاه العلبه شغال في ببجي 60 فريم  مفهوش خدش واحد ومستعد للكشف عليه فى اى مكان معاه 2 جراب,هانى ماهر
iPhone 7+ 128g,5500.0,"Agami, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-7-128g-ID200257469.html,https://images.dubizzle.com.eg/thumbnails/85536256-240x180.jpeg,Apple - iPhone,ايفون 7بلاس 128جيجا معاه الشاحن فقط وفي خدوش فالضهر مش ماثره ع اي حاجه ممكن بدل ب سامسونج نوت 10او s20 او ايفون اكس وادفع فرق بسيط المكان العجمي و مغير بطاريه اصليه خلع,User 3Kc07G
Xiaomi 11T,11500.0,"Beni Suef City, Beni Suef",https://www.dubizzle.com.eg/en/ad/xiaomi-11t-ID200257462.html,https://images.dubizzle.com.eg/thumbnails/85536221-240x180.jpeg,Xiaomi,عملاق شاومي 11T  5Gالغني عن التعرف المعالج: ثماني النواة Dimensity 1200 5G تكنولوجيا 6 نانو التخزين / الرام: /256 جيجا مع 8 جيجا رام و يمكنك زيادة الرام الي 16 جيجا  الكاميرا: خلفية ثلاثية 108+8+5 م. ب. / امامية 16 م. ب.  الشاشة:  120 هرتز 6.67 بوصة بدقة FHD+  بها ثقب صغير  البطارية: 5000 مللي أمبير الشاحن 67 وات,Mähmøuđ
12 Pro Max,29000.0,"Tanta, Gharbia",https://www.dubizzle.com.eg/en/ad/12-pro-max-ID200257388.html,https://images.dubizzle.com.eg/thumbnails/85535520-240x180.jpeg,Apple - iPhone,12 pro max 128 GB بطاريه 86% اخر تحديث الجهاز مغير قطعه اصليه (النظام الخلفى) فى سوتش بلاس ومعاه الفاتوره  الجهاز معاه الكرتونه بالسيريال القديم  نموزج N (اقرا الاعلان كويس),Mohamed
xiaomi 6 للبيع موبايل,1800.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/xiaomi-6-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-ID200257377.html,https://images.dubizzle.com.eg/thumbnails/85535457-240x180.jpeg,Xiaomi,للبيع موبايل شاومي 6a  او البدل iphone او samsung,User 4NI0JG
Samsung s21  وراد ايطاليا,13500.0,"Mandara, Alexandria",https://www.dubizzle.com.eg/en/ad/samsung-s21-%D9%88%D8%B1%D8%A7%D8%AF-%D8%A7%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A7-ID200257360.html,https://images.dubizzle.com.eg/thumbnails/85535268-240x180.jpeg,Samsung,Samsung s21 الموبايل استخدام بنت وارد ايطاليا بدون خدش واحد استخدامه راقي حرفيا يعني الموبايل جديد  عليه اسكرينه هامر وجراب انتي يلو من امازون  رام ٨ مساحة ٢٥٦ بدون كرتونه معاه الجراب الاصلي  الموبايل بيصور تحت المياة بيدعم الشحن عن بعد وممكن يستخدم باور  بانك  البيع للحاجه للمال فقط  للتواصل 01286333096,محمد
iPhone 11pro max,17000.0,"Shubra al-Khaimah, Qalyubia",https://www.dubizzle.com.eg/en/ad/iphone-11pro-max-ID200257350.html,https://images.dubizzle.com.eg/thumbnails/85535203-240x180.jpeg,Apple - iPhone,ايفون 11برور ماكس 64 الحاله زيرو بدون خربوش بطاريه 74 بتقعد اليوم كله مغير شاشه اصليه خلع ب6500جنيه خطين معاه كرتونته الفيس اي دي فاصل تحديث لوحده كده بيتصلح ب700 جنيه,His
هاتف oppo reno 10  5g,21500.0,"Markaz Sohag, Sohag",https://www.dubizzle.com.eg/en/ad/%D9%87%D8%A7%D8%AA%D9%81-oppo-reno-10-5g-ID200257341.html,https://images.dubizzle.com.eg/thumbnails/85535168-240x180.jpeg,OPPO,مساحه. 256 رام. 8 الحاله لسه جديد,Hamo Hamo
سماعه بلوتوث,450.0,"Tanta, Gharbia",https://www.dubizzle.com.eg/en/ad/%D8%B3%D9%85%D8%A7%D8%B9%D9%87-%D8%A8%D9%84%D9%88%D8%AA%D9%88%D8%AB-ID200257339.html,https://images.dubizzle.com.eg/thumbnails/85535135-240x180.jpeg,Infinix,سماعه بلوتوث انفنكس  xe20 كسر زيرو  01009064795,عبدالرحمن
S23 fe كسر الزيرووو,27500.0,"Markaz Sohag, Sohag",https://www.dubizzle.com.eg/en/ad/s23-fe-%D9%83%D8%B3%D8%B1-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88%D9%88%D9%88-ID200257296.html,https://images.dubizzle.com.eg/thumbnails/85534755-240x180.jpeg,Samsung,S23 fe Samsung 256g _ 8ram +8ram plus كسر زيروووو استخدام 3 شهور كارتونه كامله نسخه فيتنامي بيع فقط 01113775911 سوهاج المنشاه,Mo ka
14 برو ماكس ٢٥٦ شريحتين,63000.0,"Hadayek Helwan, Cairo",https://www.dubizzle.com.eg/en/ad/14-%D8%A8%D8%B1%D9%88-%D9%85%D8%A7%D9%83%D8%B3-%D9%A2%D9%A5%D9%A6-%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-ID200256493.html,https://images.dubizzle.com.eg/thumbnails/85534910-240x180.jpeg,Apple - iPhone,١٤ برو ماكس شرحتين لون بنفسجي بطاريه ٨٩ حاله معاه الكرتونه,User 7BP4r9
ايفون x  256 مستعمل مغير شاشه,9800.0,"Mansura, Dakahlia",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-x-256-%D9%85%D8%B3%D8%AA%D8%B9%D9%85%D9%84-%D9%85%D8%BA%D9%8A%D8%B1-%D8%B4%D8%A7%D8%B4%D9%87-ID200257290.html,https://images.dubizzle.com.eg/thumbnails/85534715-240x180.jpeg,Apple - iPhone,ايفون x 256 مستعمل حالته كويسه جدا,احمد صلاح
جهاز boco x4gt كسر زيرو,13200.0,"Qena City, Qena",https://www.dubizzle.com.eg/en/ad/%D8%AC%D9%87%D8%A7%D8%B2-boco-x4gt-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID200257247.html,https://images.dubizzle.com.eg/thumbnails/85534331-240x180.jpeg,Xiaomi,الغنى عن التعريف boco x4gt  الجهاز اللون / فضى  256 / 8  المعالج  / dimensity 8100     ٩٠ فريم ببجى  شاشه / ips 144 hertz  كاميرا  / 64 ميجا بيكسل  بكامل مشتملاته ( العلبه + الشاحن 67 واط ),Hassan Elaboody
oppo reno 6,4500.0,"Miami, Alexandria",https://www.dubizzle.com.eg/en/ad/oppo-reno-6-ID200257245.html,https://images.dubizzle.com.eg/thumbnails/85534297-240x180.jpeg,OPPO,اوبو رينو ٦ غنى عن التعريف حاله محترمه جداا مساحه ١٢٨ و رامات ٨+٨ ،، الجهاز بحاجته كامله علبه و شاحن و ضمانه و جميع اوراقه و جراب شيك مغير شاشه فقط و عامل حساب كده اوى فى السعر ،، ربنا يبارك لصاحب نصيبه ٠١٠٦٤٢٣٩٢٣٦ للتواصل,olx
infinix S4 اكبر نسخه,2700.0,"Markaz Sohag, Sohag",https://www.dubizzle.com.eg/en/ad/infinix-s4-%D8%A7%D9%83%D8%A8%D8%B1-%D9%86%D8%B3%D8%AE%D9%87-ID200257231.html,https://images.dubizzle.com.eg/thumbnails/85534107-240x180.jpeg,Infinix,انفنكس اس ٤ حاجه محترمه جداا غنى عن التعريف ،، مساحه ٦٤ و رامات ٦+٢ بالعلبه بتاعته و جميع اوراقه و الضمان و جراب شيك ،، مغير باغه نضيفه جدا و ولا حاجه اتأثرت كل حاجه شغاله تمام بصمه يد و وش صاروخ مفيش حاجه دلوقتى بعلبتها و بالحاله دى و بالسعر ده خالص ربنا يبارك لصاحب نصيبه,olx
سامسونج a34,12300.0,"Borg al-Arab, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-a34-ID200256216.html,https://images.dubizzle.com.eg/thumbnails/85631617-240x180.jpeg,Samsung,اللون الأخضر ذاكرة 128 رام 8 معاه العلبة ضمان محلي مستعمل ٣ شهور  لا يوجد به أي خدش,ahmed gamil
ايفون ١١,16500.0,"Hurghada, Red Sea",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A1-ID200257206.html,https://images.dubizzle.com.eg/thumbnails/85533793-240x180.jpeg,Apple - iPhone,كرتونه وصله واتر بروف مساحه ٦٤ بطاريا ٧٧ بدون خدش,hamdi
LG Wing. شاشه متحركه وكاميرات متحركه,12500.0,"New Nozha, Cairo",https://www.dubizzle.com.eg/en/ad/lg-wing-%D8%B4%D8%A7%D8%B4%D9%87-%D9%85%D8%AA%D8%AD%D8%B1%D9%83%D9%87-%D9%88%D9%83%D8%A7%D9%85%D9%8A%D8%B1%D8%A7%D8%AA-%D9%85%D8%AA%D8%AD%D8%B1%D9%83%D9%87-ID200257184.html,https://images.dubizzle.com.eg/thumbnails/85533601-240x180.jpeg,LG,LG Wing  كما لقبوه بهاتف كامل الاوصاف الحاله والامكانيات الحمد لله اولآ واخيرآ. الجهاز يوم ماجبتو وقع والضهر اتشرخ وركبتلو اسكين مش مبينو وظهر خط بسيط وخربوش اعلي الشاشه بيروح ويخطفي ولكن قدر الله وماشاء فعل الحمد لله الجهاز سعرو اعلي من كده بكتير وتم تخفيض السعر لهذا السبب ولسه محدثو الكاميره الاماميه بتطلع بس مش بتجيب صوره  الامكايات : شاشه متحركه 6.9 انش سوبر ايموليد بيكرف بروسيسور سناب دراجون 765 بتكنولوجيا النانو رامات 8 اساسي +8. اضافي وذاكرة 256 بصمة اصبع مدمجه فالشاشه  ٣3 كاميرات خلفيه 64+32+15 الكاميره. الاساسيه. متحركه بتصور 360 درجه. وممكن تصور بالاماميه والخلفيه في وقت واحد وكاميره اماميه متحركه بتطلع من الفريم 32 ميجا 2 شريحه وبطاريه 4500 واندرويد 13. قابل للترقي  الجهاز اصدار. امريكي التابع لشركة. T. Mobileعلي من نسخة الشرق الاوسط.  معاه شاحن فقط متاح البيع او البدل,User 4CZ76x
Iphone 11,20000.0,"Ismailia City, Ismailia",https://www.dubizzle.com.eg/en/ad/iphone-11-ID200257158.html,https://images.dubizzle.com.eg/thumbnails/85533211-240x180.jpeg,Apple - iPhone,حته ايفون 11 ممنوعااااات مساحه 128 بطاريه 100 الفون جديد زيرو مفيهوش خربوش وتر بروف * دي اسكرينه* الفون معاه الشاحن بس عشان جاي من برا نموزج m متحدث اخر تحديث,Youseef
xiaomi 6,3000.0,"Maadi, Cairo",https://www.dubizzle.com.eg/en/ad/xiaomi-6-ID197580150.html,https://images.dubizzle.com.eg/thumbnails/59208918-240x180.jpeg,Xiaomi,موبايل شاومى ٦ أداء ممتاز رام ٤ مساحه ٦٤ جيجا  بطاريه ٣٠٠٠ ملى امبير  فى كسر فى الباغه,OLX User
note 9,5000.0,"Maadi, Cairo",https://www.dubizzle.com.eg/en/ad/note-9-ID199336527.html,https://images.dubizzle.com.eg/thumbnails/73624561-240x180.jpeg,Samsung,الجهاز شغال تمام مفهوش غير الكسر اللى فى الشاشه وكسر فى الضهر نتيجة وقعه,User
ايفون xs,10500.0,"Mahalla al-Kobra, Gharbia",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-xs-ID199332077.html,https://images.dubizzle.com.eg/thumbnails/73570397-240x180.jpeg,Apple - iPhone,نموذج m مش شرق اوسط  مساحه 256  بطاريه 76 معاه حاجته  مغير باغه وكان أتعمل صيانه Face ID,Ahmd
Mohtar,32000.0,"Sayeda Zeinab, Cairo",https://www.dubizzle.com.eg/en/ad/mohtar-ID200257107.html,https://images.dubizzle.com.eg/thumbnails/85532372-240x180.jpeg,Apple - iPhone,ايفون 13 استعمال 6 شهور مافيش في خربوش بطاريه 97ضمان اخد شهر 8,Mokhtar Ehab
samsung a13 128g,5900.0,"Hadayek October, Giza",https://www.dubizzle.com.eg/en/ad/samsung-a13-128g-ID200257094.html,https://images.dubizzle.com.eg/thumbnails/85532161-240x180.jpeg,Samsung,used for only 5 month,Yassin ElSobky
اوبو رينو 6,7800.0,"Matareya, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%88-%D8%B1%D9%8A%D9%86%D9%88-6-ID198963437.html,https://images.dubizzle.com.eg/thumbnails/66866728-240x180.jpeg,OPPO,جديد بمعنى الكلمه معاه كل حاجته بالعلبه,Abdallah Elsayed
oppo a5 2020,4000.0,"Gesr Al Suez, Cairo",https://www.dubizzle.com.eg/en/ad/oppo-a5-2020-ID200257064.html,https://images.dubizzle.com.eg/thumbnails/85531837-240x180.jpeg,OPPO,التليفون متفتحش ومفهوش اي حاجه غير الباغه ومش ماصره علي اي حاجه والتليفون طلقه مش معايا علبه ولا شاحن ممكن اعمل مبايعه للبيع او البدل ب ايفون,Eslam
i phone 12 pro max,31000.0,"Shorouk City, Cairo",https://www.dubizzle.com.eg/en/ad/i-phone-12-pro-max-ID200256321.html,https://images.dubizzle.com.eg/thumbnails/85531856-240x180.jpeg,Apple - iPhone,256 خطين  بطاريه ١٠٠٪؜  مغير بطاريه اصلي  ازرق  مفهوش خدش بالعلبه بكل مشتملتها,mohammed
Apple Watch Series 6 44mm WI-FI + cellular,9000.0,"Heliopolis, Cairo",https://www.dubizzle.com.eg/en/ad/apple-watch-series-6-44mm-wi-fi-cellular-ID200257055.html,https://images.dubizzle.com.eg/thumbnails/85531732-240x180.jpeg,Apple - iPhone,بطاريه ٨٤٪؜  وارد من الخارج,fady
سامسونج a14وارد البحرين فى حاله الزيرو,7200.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-a14%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86-%D9%81%D9%89-%D8%AD%D8%A7%D9%84%D9%87-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID200257046.html,https://images.dubizzle.com.eg/thumbnails/85531667-240x180.jpeg,Samsung,سامسونج a14رامات 4مساحه 128استخدام 10ايام فقط,محمد السيد
تليفون للبيع٠١٢٢١٨٤١١٧٠,3000.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%AA%D9%84%D9%8A%D9%81%D9%88%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9%D9%A0%D9%A1%D9%A2%D9%A2%D9%A1%D9%A8%D9%A4%D9%A1%D9%A1%D9%A7%D9%A0-ID200257044.html,https://images.dubizzle.com.eg/thumbnails/85531664-240x180.jpeg,Apple - iPhone,ايفون6s لون فضي مساحة ١٦ بطاريه ٩٤ ٪ في كسر خفيف في الشاشه مش ماثر علي حاجه نهائيا بحاله جيده جدا ٠١٢٢١٨٤١١٧٠,User 9Qj3sO
ايفون ١٥ برو محتاج شاشة,30000.0,"Shorouk City, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A5-%D8%A8%D8%B1%D9%88-%D9%85%D8%AD%D8%AA%D8%A7%D8%AC-%D8%B4%D8%A7%D8%B4%D8%A9-ID200257032.html,https://images.dubizzle.com.eg/thumbnails/85531514-240x180.jpeg,Apple - iPhone,للبيع ايفون ١٥ برو ١٢٨ جيجا محتاج شاشة استعمال شهر و نص    او مطلوب شاشة ليه,hussien
redmi note 9s 4/64,4000.0,"Tersa, Giza",https://www.dubizzle.com.eg/en/ad/redmi-note-9s-464-ID200257031.html,https://images.dubizzle.com.eg/thumbnails/85531499-240x180.jpeg,Xiaomi,التليفون مفهوش الهوا سبب البيع ان جبت تليفون آخر السعر نهائي للجادين فقط,Reham Mohamed
oppa A15,2500.0,"Shubra al-Khaimah, Qalyubia",https://www.dubizzle.com.eg/en/ad/oppa-a15-ID200257029.html,https://images.dubizzle.com.eg/thumbnails/85531494-240x180.jpeg,OPPO,مستعمل يشبه الجديد بحاله جيده جدااا,احمد
نوكيا c10,2500.0,"Nasr City, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%86%D9%88%D9%83%D9%8A%D8%A7-c10-ID200257023.html,https://images.dubizzle.com.eg/thumbnails/85531444-240x180.jpeg,Nokia,موبايل نوكيا c10 لم يستخدم لسا في الضمان استخدام توكين بنك فقط لن يستخدم الشاحن و السماعة نهائي,Aly
Mi11 lite -8Ram-128G,7300.0,"Suez District, Suez",https://www.dubizzle.com.eg/en/ad/mi11-lite-8ram-128g-ID198522539.html,https://images.dubizzle.com.eg/thumbnails/73630956-240x180.jpeg,Xiaomi,حالة ممتازة  لم يتم فتحه او اصلاحه من قبل  بالعلبة والشاحن والمشتملات الاصليه معالج قوى 732G رامات 8 شاشة اموليد انفرارد  ظهر زجاج,Owner 822
vivo27e,12000.0,"Hurghada, Red Sea",https://www.dubizzle.com.eg/en/ad/vivo27e-ID199346508.html,https://images.dubizzle.com.eg/thumbnails/73718158-240x180.jpeg,Vivo,256g.  8g ram.  موبايل كسر زيرو,Ali
Samsung fold 4,39000.0,"Shubra, Cairo",https://www.dubizzle.com.eg/en/ad/samsung-fold-4-ID200221723.html,https://images.dubizzle.com.eg/thumbnails/85090417-240x180.jpeg,Samsung,Samsung fold 4 256Gb 1 simcard used like new  all of it is like new . used for 2 months only with its back and charger.,Hamdy
آيفون ١٣  رقم التواصل ٠١٢٨٨٢٨٥٠٠٠,28000.0,"Hurghada, Red Sea",https://www.dubizzle.com.eg/en/ad/%D8%A2%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A3-%D8%B1%D9%82%D9%85-%D8%A7%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D9%A0%D9%A1%D9%A2%D9%A8%D9%A8%D9%A2%D9%A8%D9%A5%D9%A0%D9%A0%D9%A0-ID200256837.html,https://images.dubizzle.com.eg/thumbnails/85529429-240x180.jpeg,Apple - iPhone,آيفون ١٣ سعه ١٢٨ جيجا كسر زيرو بطاريه ٩٢ ٪؜,Micheal Nage
الساعه الحالة مستعمل وجديد تعمل 5100,3500.0,"Agami, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D9%87-%D8%A7%D9%84%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D8%B3%D8%AA%D8%B9%D9%85%D9%84-%D9%88%D8%AC%D8%AF%D9%8A%D8%AF-%D8%AA%D8%B9%D9%85%D9%84-5100-ID200256835.html,https://images.dubizzle.com.eg/thumbnails/85529409-240x180.jpeg,Other brand,الحلو ماشاء وربنا يبارك في للي هيخد ممتاز جدا,Mohamed Nbil
redmi not 8,2700.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/redmi-not-8-ID200256794.html,https://images.dubizzle.com.eg/thumbnails/85529057-240x180.jpeg,Xiaomi,رمات4 مساحه 64 مش معاه حاجه و مستعد اعمل مبايعه عادي الجهاز مفهوش اي حاجه وربنا يبارك لصاحب النصيب,User 68O4U2
Poco F5 Pro 5G. 12 RAM 256GB,20000.0,"El Kordy, Dakahlia",https://www.dubizzle.com.eg/en/ad/poco-f5-pro-5g-12-ram-256gb-ID198953150.html,https://images.dubizzle.com.eg/thumbnails/66809261-240x180.jpeg,Xiaomi,مازلت الاسكرينه الخاصه به عليه الجراب مازال معه مع ضمان دولي مدي الحياة بمعالج جباررر 8 1gen+     12 Ram  256 Gb  سبب البيع الاستثمار في اشياء اخرى,زياد
آيفون 11,16000.0,"Haram, Giza",https://www.dubizzle.com.eg/en/ad/%D8%A2%D9%8A%D9%81%D9%88%D9%86-11-ID200256742.html,https://images.dubizzle.com.eg/thumbnails/85528623-240x180.jpeg,Apple - iPhone,آيفون ١١  64 جيجا رامات 6 كالجديد بدون خربوش قابل التبديل بموبايل أوبو وتدفع الفرق كاش,ali
موبايل نوكيا ١١٠,700.0,"Ismailia City, Ismailia",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%86%D9%88%D9%83%D9%8A%D8%A7-%D9%A1%D9%A1%D9%A0-ID200256710.html,https://images.dubizzle.com.eg/thumbnails/85528402-240x180.jpeg,Nokia,التوصيل مجانا لجميع المحافظات  ووفرنالك معاينة مجانية قبل الاستلام  استمتع بكل مميزات الموبايل العملي نوكيا 110 بحجم صغير وعمر طويل للبطارية المميزات : -شاشة TFT مع 65 ألف لون تقدم تجربة بصرية واضحة -توفر البطارية عالية الأداء عمر خدمة ممتد -عامل الشكل النحيف يمنح الهاتف لمسة نهائية متميزة -مجهزة بميزات مفيدة مثل خمسة منبهات قابلة للبرمجة وساعة ناطقة ومصباح يدوي حتى لا تكون في الظلام أبدًا -يحتوي هذا الهاتف على اتصال Bluetooth بحيث يمكنك بسهولة الحصول على الموسيقى أو الصور أو مقاطع -الفيديو أو المستندات الأخرى المفضلة لديك من هاتف شخص ما لديه هاتف مزود بتقنية البلوتوث أيضًا -توفر لك الهواتف المميزة ميزة إضافية لراديو FM المدمج. استمتع الآن بالموسيقى في أي مكان أثناء التنقل Voice Dialer هي الميزة الجديدة التي تتصل برقم عندما تنطق باسم الشخص الذي تريد الاتصال به تشغيل Sim ، مع البلد الأصلي و Sim المحلي في نفس الهاتف,امير
موبايل هونر x9b,22000.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%87%D9%88%D9%86%D8%B1-x9b-ID200256680.html,https://images.dubizzle.com.eg/thumbnails/85528106-240x180.jpeg,Honor,موبايل هونر x9b وارد السعودية ما اشتغلش خالص اتفك من الكرتونه علشان المطار ماتحطش فيه شريحه وربنا يبارك لصاحب النصيب المعاينة (المهندسين),محمود
موبيل samsung,500.0,"Marg, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D9%8A%D9%84-samsung-ID200256679.html,https://images.dubizzle.com.eg/thumbnails/85528129-240x180.jpeg,Samsung,موبيل سامسونج للبيع موديل . GT-I8150 الموبيل مفهوش ال مشاكل خالص  بطاريه شاشة شبكه كل حاجه شغاله تمام,26 /5
سامسونج a14,6500.0,"Gianaclis, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-a14-ID200256672.html,https://images.dubizzle.com.eg/thumbnails/85528034-240x180.jpeg,Samsung,مساحة 128رامات٤ اتركبله اسكرنيه واتفتحى للتجربه الكابل متفتحش اتشحن مره واحده,Añâ
شاومي ريدمي نوت 5,4000.0,"Salam City, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%B4%D8%A7%D9%88%D9%85%D9%8A-%D8%B1%D9%8A%D8%AF%D9%85%D9%8A-%D9%86%D9%88%D8%AA-5-ID200256649.html,https://images.dubizzle.com.eg/thumbnails/85527512-240x180.jpeg,Xiaomi,موبايل ريدمي نوت 5 بمعالج سناب دراجون 636 و مساحة 32 جيجا و رام 3 وبطارية 4000 مللي امبير و شاشة 5.9بوصة و كاميرا خلفية مزدوجة 5+12 م. ب و كاميرا امامية 13 م. ب و اندوريد 8 البيع بسرعة اخره 3500 لافصال,يوسف اسامة
فيفو جديد من محل موزع متعمد,9500.0,"Kom Hamadah, Beheira",https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D9%81%D9%88-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D9%86-%D9%85%D8%AD%D9%84-%D9%85%D9%88%D8%B2%D8%B9-%D9%85%D8%AA%D8%B9%D9%85%D8%AF-ID200256606.html,https://images.dubizzle.com.eg/thumbnails/85526703-240x180.jpeg,Vivo,رام8///ذاكره128فيفوy27s,عماد محمد
samsung 51,5500.0,"Helwan, Cairo",https://www.dubizzle.com.eg/en/ad/samsung-51-ID200256580.html,https://images.dubizzle.com.eg/thumbnails/85526495-240x180.jpeg,Samsung,samsung a51 تليفون بيقعد معايه اليوم وحسب استخدامك بالشاحن الاصل والعلبه الاصليه الباصمه شغاله مع وجرباتوا مساحه ١٢٨ي ورام ٨ يعني سريع وقوي مغير شاشه من التوكيل ربنا يبارك لصحبوا سبب البيع التبديل بإيفون وقابل للتفاوض الخفيف,User 0lN2hw
Iphone 15 pro max 256G dual sim natural titanium Sealed  ZA  متبرشم,92000.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-15-pro-max-256g-dual-sim-natural-titanium-sealed-za-%D9%85%D8%AA%D8%A8%D8%B1%D8%B4%D9%85-ID200256555.html,https://images.dubizzle.com.eg/thumbnails/85526359-240x180.jpeg,Apple - iPhone,NEW SEALED iphone 15 pro max 256GB Natural titanium  Dual sim ZA version with facetime ‎ايفون 15 برو ماكس جديد متبرشم ٢٥٦ جيجا ‎لون تينانيوم ‎خطيين اصدار هونج كونج  ‎فيس تايم 96000,Mohamed
اوبو a58  رمات 8+8 مساحه 128 جيجا,8800.0,"Nasr City, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%88-a58-%D8%B1%D9%85%D8%A7%D8%AA-88-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-128-%D8%AC%D9%8A%D8%AC%D8%A7-ID200256509.html,https://images.dubizzle.com.eg/thumbnails/85526019-240x180.jpeg,OPPO,الميزات والتفاصيل ذاكرة رام 8 جيجابايت (+ توسيع ذاكرة الرام حتى 8 جيجابايت)، ذاكرة روم 128 جيجابايت، قابلة للتوسيع حتى 1 تيرابايت، فتحة شريحتي اتصال بطارية كبيرة 5000 مللي امبير في الساعة مع شحن سوبر فوك 33 وات + مكبرات صوت ستيريو مزدوجة مع وضع صوت فائق كاميرا خلفية بتقنية الذكاء الاصطناعي ودقة 50 ميجابيكسل: OV50D، مستشعر 1/2.88 بوصة، 0.612 ميكرومتر بيكسل؛ فتحة عدسة f/1.8، مجال الرؤية 75.5 درجة، عدسة 5P، كاميرا بورتريه 2 ميجابيكسل: OV02B1B، مستشعر 1/5 بوصة، 1.75 ميكرومتر بيكسل؛ فتحة عدسة f/2.4؛ مجال رؤية 89.1 درجة، عدسة 3P 8 ميجابيكسل، كاميرا السيلفي: OV08D، مستشعر 1/4 بوصة، 1.12 ميكرومتر بيكسل؛ فتحة عدسة f/2.0؛ مجال رؤية 80 درجة، عدسة 4P شاشة 6.72 بوصة FHD+ بفتحة ثقب بدقة 2400 × 1080 بيكسل,محمد عبد المنعم
